Review,Rating,One-word Review,Product ID
"An absolute banger of a product by Google. I chose this over the iPhone 15 and S24 and my oh my I was right. There's no way I'm going back to a mid range or cheap phone like the Oppos or Redmi again. Not like I'll have to ever, the longevity of Google is enough to keep me with them for many years.

I have loved the experience of the product so far and I am glad I bought the Pixel 8. However, there are still some points to note. The camera doesn't have a Pro mode or High Res mode, although the...
READ MORE",5,Fabulous!,MOBGW6NGMC7FNGMC
"Best product, Actually pixel 8 disign is very good and best camera quality ever and this device beats iphone 15 also in camera,. Performance and design also",5,Must buy!,MOBGW6NGMC7FNGMC
Overall a classy product.,5,Super!,MOBGW6NGMC7FNGMC
"Well I got it is with exchange of my old phone. Have been using OnePlus devices from last siz years.

This phone has been working fine for me from last 15 days. I saw people talking about battery period. I found it similar to previous phone. Full charge giving me a full day battery as per my usage.
The camera is good. Taking beautiful pictures at low light. Other AI features are also fine but haven't used those completely.

Not facing a heating issue as mentioned by many reviews.
Overall goo...
READ MORE",5,Best in the market!,MOBGW6NGMC7FNGMC
"The pixel ever used.
1. Camera - 10/ 10 the biggest Samsung sensors ever which is GN2.
2. Display - 10/10 crisp and 120 hz is fantastic.
3. Design - 10/10 Compact and not able to believe that everything is there.
4. Battery - 9/10 Decent battery.",5,Brilliant,MOBGW6NGMC7FNGMC
Amazing Phone from Google. Perfect size. Nice colour. All good.,5,Simply awesome,MOBGW6NGMC7FNGMC
It's too early for review but this is based on first few days experience. 7 years of OS and security updates was pleasant and unexpected. I was a fan since Nexus series but now with the Pixel series specifically Pixel 8 they did a major upgrade complementing with AI and photography. Google has always been champ of OS and now they are excelling Hardware also combining AI and Photography. Cheers.,5,Great product,MOBGW6NGMC7FNGMC
"Absolutely stunning phone in this price range. Good performance, awesome camera and display. Showstopper of BBD sale.",4,Nice product,MOBGW6NGMC7FNGMC
"I was in deep dilemma for which phone to buy between I phones, Samsungs and One Plus. But somehow have not heard great things about One Plus lately, so stuck to top 3. Of that, I wanted to stick to Android as Apple is needlessly exclusive. So ended up with Samsung and Pixel shortlist. After reading multiple reviews, went for Pixel 8. It's a pleasant experience so far. Amaze camera and Ai features, handy compact phone, google keeps doing some nudges and fun stuff on it's own like creating coll...
READ MORE",4,Really Nice,MOBGW6NGMC7FNGMC
"Phone gets warm during basic tasks, battery life is also not that great imo.
Update: most issues fixed after software update.",4,Really Nice,MOBGW6NGMC7FNGMC
"Upgraded from Vivo y50 to pixel 8

1. Performance - Great
2. Camera - definitely better than apple in colour quality but have to improve in blur and potrait mode
3. Battery - after 90% charge it will give you 1 day battery life easily
4. Design - The Best in world
5. Display - it's too good

Bonus point (TiP)
Go for only Google charger, I bought ambrane charger which said it's 30W but written doun if can only give Power supply Max of 20v so go for only Google charger.

Please don't go for...
READ MORE",3,Nice,MOBGW6NGMC7FNGMC
Just one word - Awesome!,5,Perfect product!,MOBGW6NGMC7FNGMC
"Bought it during the big billion sale
This is my first premium mobile, liked the design and it's easy for single hand use
Display is good, haptics are good
Camera is decent ..have not explored too much
Heats up during video calls
Battery is a big disappointment, have to charge twice a day
Don't buy this mobile, thinking it has a 7 yr upgrade and it's premium looks, not worth it
And not worth paying 60k plus
Premium Chinese phones at 40k are way better",3,Does the job,MOBGW6NGMC7FNGMC
"The phone is an average phone regarding the price. It is not justified with its price.

Pros:
1. Back camera is top notch.
2. Low light photography is awesome.
3. Smooth android experience.
4. Display is good for content consumption.
5. Lil bit gaming is okay.
6. Backside look and colour is very good. Gives Premium feeling.

Cons:
1. Selfie camera is bad.
2. Battery drains quickly some time.
3. I faced charging issue with my old OnePlus Adaptor.
4. Performance is average.
5. The phone gets h...
READ MORE",4,Wonderful,MOBGW6NGMC7FNGMC
"No nonsense phone. Great camera performance.
Best compact phone with the best of Google features.
Cherry on the top - OS support till 7 years",5,Great product,MOBGW6NGMC7FNGMC
"Nice phone. Camera is simply awesome.Performance is smooth. No or minimal heating issue which might be solved by further updates. Battery backup is ok,if you are a normal user. Charging is faster with Google 30 w adapter.Not to be recommended for gamers.
Overall performance is very good. Certainly you should go for it.",5,Excellent,MOBGW6NGMC7FNGMC
"Great Camera, Great Specs, I'm Switched IPHONE XR to PIXEL 8. Pixel Experience is Brilliant. Worth Buying. Yes, Price is Kind of Higher than other phone. But when u use this device, Then U feel like holding a Real flagship device better than S23 and iPhone 14. Now, Some cons, This phone has different kind of bugs, felt using in just 8 hrs. I think updates will fixed this later. And guys When u buy a pixel device always buy a Google 30W charger along with this. Coz, I'm charging with my apple...
READ MORE",5,Awesome,MOBGW6NGMC7FNGMC
"I'm not sure why there is so much negative talk about the product outside or even in Flipkart reviews about heating
My device didn't heat up much yes there is a slight warmth in extensive usage that I observed in the iPhone too

Secondly I liked the pixel because of the AI dude this is way smatter than iPhone in most of the aspects

Finally it's up to you to make a decision
If you want a smarter phone way smatter than apple then pixel is best

7 years of software updates and security p...
READ MORE",5,Perfect product!,MOBGW6NGMC7FNGMC
Everything is fine but there is a heating issue which is required to be fixed. As I don't play games or anything but phone gets heated up even after watching anything on the device,4,Good choice,MOBGW6NGMC7FNGMC
Awesome pers,4,Pretty good,MOBGW6NGMC7FNGMC
"As we all know if bought in India we don't get much of the AI Magic 😔.

Having said that, the phone is really good to use in hands the haptics, screen, buttons everything u interact with is a really good experience.

Camera for which this phone is praised is also really good. But, in back camera switching to .5 zoom and taking pic of anything closer yields a very pixelated image. Also, if u open the camera all the other apps are just abruptly killed. Yes that 8GB ain't enough to keep the app...
READ MORE",4,Delightful,MOBGW6NGMC7FNGMC
I will say if u don't play games and not a very heavy addictive user of phone then u can go blindly for it. The camera never disappoints you the screen makes you fall in love and it's haptic feedback and vibration motor... I will just say I love it ... U may find a lot of negative feedback and comments about the phone but it's not the way as they show it's far better and at the price in BBD sale it will be an insane buy to get it.,5,Fabulous!,MOBGW6NGMC7FNGMC
More better than I phone at this price ... If u not want to be within limits then go for it best android phone without any lags .. Samsung + Google pixel rocks,5,Great product,MOBGW6NGMC7FNGMC
Awesome 😎,5,Just wow!,MOBGW6NGMC7FNGMC
"The phone was Beast Camera(10/10), performance (9/10), Display (10/10).",5,Just wow!,MOBGW6NGMC7FNGMC
"The device feels perfect in my hands, and I really appreciate the Pixel!",5,Picture Perfect Pixel,MOBGW6NGMC7FNGMC
Good,5,Super!,MOBGW6NGMC7FNGMC
"The rounded aluminium sides and curved glass back feel nice and are easy to hold.New generative AI features including various image and video editing tools, new abilities for its voice assistant. Overall best Android phone ever launched . Futuristic 🚀",5,Awesome,MOBGW6NGMC7FNGMC
"Value for money
Contemporary of iPhone in Android",5,Simply awesome,MOBGW6NGMC7FNGMC
Excellent camera... heating is ok... battery life average...,5,Wonderful,MOBGW6NGMC7FNGMC
Really good 💯😊 product. Much better than iPhone. While looking and having the phone in hand doesn't feel like having a costlier mobile.but using its features makes unique and stand a step for the pixels.,5,Worth every penny,MOBGW6NGMC7FNGMC
"I purchased it after using iPhone 12 mini for 3 years

Beautiful design. Very elegant looking. Camera is also very nice. Battery doesn't seem to be a major issue to me. Display is nice. No network issues as I only use 4g.

The only downside I noticed is that it heats up sometimes and the optical fingerprint sensor is not accurate always.",5,Terrific purchase,MOBGW6NGMC7FNGMC
"Didn't see any heating issues which was a concern and I can see it's a niche product, not for everyone but hopefully pixels will become more mainstream.",5,Terrific purchase,MOBGW6NGMC7FNGMC
"Worth it
Camera - 10/10
Performance - 10/10
Display - 10/10
In hand feel - 10/10
Battery - 8/10
Software experience (AI) - 10/10",5,Awesome,MOBGW6NGMC7FNGMC
Couldn't connect with jio 5,3,Nice,MOBGW6NGMC7FNGMC
Good but not as good as Samsung flagships in all areas except photos and videos...,3,Fair,MOBGW6NGMC7FNGMC
"I have been using stock Android for almost 10 years, moto nexus ,in note 2 , Motorola etc.... here are some cons of pixel 8
1)battery doesn't last for full day with moderate use.
2)camera pop up design makes the mobile feel heavier
3)save passwords error as instead of login Id it shows password
4)Gemini ai can do better.
Good points
Display is just awesome for HDR videos and daily use
Sound is good
Quick charging for first 50%
User friendly interface
Camera just tooo good
Overall good mo...
READ MORE",5,Classy product,MOBGW6NGMC7FNGMC
"I traded my Pixel 7 for this, I'm very happy with my decision. This is the phone I would like to keep for at least 4 years. The phone is of perfect size, one of the best display panels I've seen on phones. Battery backup is top notch, they've definitely improved the speaker with this one. The OS is buttery smooth. They fixed the biometric scanner issue, now we have both face recognition and finger print working better than pixel 7 series.

The only area I didn't find any upgrade is the camera...
READ MORE",5,Wonderful,MOBGW6NGMC7FNGMC
"Google has an overall winner with pixel 8.
I have been using this phone for the last 3 weeks and I will say I am totally impressed by what you get on the phone.
If google stands by its claim of 7 years of OS update, then there are no regrets but only time will tell.

Pros:
1. Performance is smooth. It is not a flagship killer or an ultimate gaming phone but you will be plesently surprised by what it can offer. I haven't witnessed any glitches or lag as such so far. All app use experience has ...
READ MORE",5,Highly recommended,MOBGW6NGMC7FNGMC
"I don't know why people are complaining about battery life and connectivity issues.. I don't have any connectivity issues, I am getting to use this device for a whole day with a single charge.. The camera performance is excellent.. The price is definitely on the higher side but U can compromise for the camera and 7 years of android updates..",4,Good choice,MOBGW6NGMC7FNGMC
"The battery will take 1 hour 45 minutes to charge with the original Google charger.
Will gets warm when doing any heavy task and playing games.You need to use the phone with a back cover to avoid the body heating issue.

Display,Sound and design is good. Quiet handy phone.
Camera clarity is good but zooming is missing in the phone.
Strictly for users who love pixel experience others please stay out and better go with other better options",3,Fair,MOBGW6NGMC7FNGMC
"Must buy

Good camera 📸
Nice design 👌🏼
But i thik Pixel 4As display is better than Google Pixels other phones...6 / 7 / 8....",5,Perfect product!,MOBGW6NGMC7FNGMC
"Good if bought around 50k. Good camera , ultra smooth performance. But it is only a good value proposition when bought in and around 50k",5,Classy product,MOBGW6NGMC7FNGMC
"I'm using dis mobile from last 8 days...
1. Design looks classy......

2. Battery is compare to previous series much better v can tell....

3. Display always superb.....

4. Camera no words bcoz I'm pixel lover previous mobile also pixel 4a I used...now pixel 8 so no dout at all pics nd videos or always gud in dis in pixel series.....

5. Performance wise for me k bcoz I'm not gaming person to play games..soo overall I loved 😍 dis pixel 8 mobile.......

😍 😍 😍",5,Mind-blowing purchase,MOBGW6NGMC7FNGMC
"This is a great android phone with excellent camera quality.
Pros:
Camera: picture quality is outstanding with Google processing after capturing makes DSLR like pictures.Edge detection is not perfect in portrait mode.

UI: very smooth UI you can feel flagship experience in it.

Design: its size is compact and great for single hand usage and it's design is unique. Haptic and vibration is so good .

AI features: there are lots of AI and other features that makes this phone brilliant than ot...
READ MORE",4,Pretty good,MOBGW6NGMC7FNGMC
"Battery is below average other than top flagship, heating issue is their but doesn't last long,
Camera as usual typical pixel ,one of the best, average selfie cam in low-light
Design is awesome
Display is crispy too
Haptics are best in business",4,Good quality product,MOBGW6NGMC7FNGMC
Battery should be better at this given price. Can't sustain even a day with full charge and minimum app use.,4,Good quality product,MOBGW6NGMC7FNGMC
"Have been using Samsung flagship and mid rangers since last 10 years and was put off by UI and duplicate app stores. Decided to switch to Pixel 8. Design and software is fluid compared to 3rd party UIs.Very happy with the camera performance as it's flagship grade alongwith AI integration for editing video n photos. Battery performance is average.Hope future updates improve its performance.Experiencing heating issues during extended usage specially on 5g.If you want to stick to Android, it's t...
READ MORE",4,Pretty good,MOBGW6NGMC7FNGMC
"Writing this review after 10 days of usage

- PROS
- Clean Android experience pure stock, no lags no jitter.
- Camera quality is superb , no over saturation of colors like other brands, It's impossible to take the wrong photo with Pixel. Picture quality is also near natural
- Processing speed is okay for my work as I am not a heavy user or gamer.
- Heating is there when you use the phone constantly but it's bearable and normal , it does not get sky high hot.
- Battery is decent

Cons
- As su...
READ MORE",5,Great product,MOBGW6NGMC7FNGMC
"Some people told me not to buy this phone cause it have a lots of heating issues but i bought it anyway..yes it does heat from time to time when you're using the phone while charging or playing heavy games but it's does not heat as much as how people describe it.. it was just warm that's it..and I was satisfied with the gaming performance of this phone...the battery life is also not that bad...I am a heavy user, I played games, always active on social media but still can last whole day for me...
READ MORE",5,Worth every penny,MOBGW6NGMC7FNGMC
"Worth the amount spend on this phone. Good phone in BBD sale price.
But wouldn't much than that on this phone.
Cameras are pro but phone gets heated with moderate usages.",5,Good to buy in BBD sale,MOBGW6NGMC7FNGMC
"Excellent device as always. Using Google pixel devices since pixel 1.
Thanks Google for the pixel lineup",5,Fabulous!,MOBGW6NGMC7FNGMC
"One of the underrated smartphone in India I can say , i bought it during BBD sales (50%) offer, man i just love it there is nothing i would complain about, for this price no other smartphone brand can provide features like this.....

1). 7 years of software update, are u kidding 😂...
2). Camara.. just wow .👍 Nothing to say...
3). Size, looks, build quality, premium features, just perfect.😍
4). For 40k (256gb) this one is really banger...💰
5). The software is top notch may be the best sof...
READ MORE",5,Classy product,MOBGW6NGMC7FNGMC
Nice one,5,Great product,MOBGW6NGMC7FNGMC
Worth product for this sale price.,5,Mind-blowing purchase,MOBGW6NGMC7FNGMC
Overall Good Mobile for that price range.,5,Wonderful,MOBGW6NGMC7FNGMC
I had a good experience with the software .I got it at 49k i think it's a fair price for this device with over the top camera experience i am upgrading from 6a so i am loving it...,5,Simply awesome,MOBGW6NGMC7FNGMC
"At this point in time, lots of offers are available. Recommended to buy if you are a fan of Android...",5,Fabulous!,MOBGW6NGMC7FNGMC
"This is my 4th pixel phone overall. I have used pixel 2, pixel 4a, pixel 6pro (still using) and now pixel 8.
As expected this one is also very good to use. Really loved the new circle search feature.",5,Worth every penny,MOBGW6NGMC7FNGMC
"Go for it if you love Google, the cleanest Android, Camera Settings one of a kind",5,Brilliant,MOBGW6NGMC7FNGMC
With Ai pixel seems better than iPhone in some areas. Overall it is a very good phone. Ai adjusts itself to my usage. Battery backup is much better now.,5,Excellent,MOBGW6NGMC7FNGMC
"Till today it's smooth. Good to use. Worth it. The camera is superb, the battery backup is better than the previous generation.",5,Super!,MOBGW6NGMC7FNGMC
Very smooth and very compact. Stock android with no bloatware.,5,Brilliant,MOBGW6NGMC7FNGMC
Upgraded from Pixel 4a to Pixel 8.. This device is superb. The camera is top notch.,5,Terrific,MOBGW6NGMC7FNGMC
The iPhone of android phones,5,Terrific,MOBGW6NGMC7FNGMC
"Great camera and good battery as compared to my old pixel 4a, it's handy and can be used in one hand.",5,Fabulous!,MOBGW6NGMC7FNGMC
The phone is very handy and very good. Display is awesome. Slow charging and Lil heating issue. But overall it's a premium phone.,5,Classy product,MOBGW6NGMC7FNGMC
"Google at its best. Awesome display, great haptics, battery is settling in and i think it will take few more charges for adaptive usage to kick in. Great Camera, ergonomically awesome.

An update: Battery performance has significantly improved.
On Wifi - It takes me through the entire day. SOT - 6 Hrs 45 mins
4G - I get 18 hrs. SOT - 5 Hrs 50 mins
5G I get around 15hrs. - 4 Hrs 45 mins avg

I use lot of social media but yea this one out of all the Pixels is good.",5,Awesome,MOBGW6NGMC7FNGMC
"After using it for 2 months, I'm writing this that this phone is good for normal users. This is not for heavy users or gamers. You can get around 4 to 5 hours of screen on time and the charging is bit slow. The display is top notch and the camera is also great. But if you come to performance part and if you are performing normal day-to-day task, you will not have any issues. But as soon as you start doing heavy task it will warm up.
Overall Good for normal users",4,Delightful,MOBGW6NGMC7FNGMC
Good product. Slightly heavy and slightly slippery. It is very good to use the mobile,4,Good choice,MOBGW6NGMC7FNGMC
"Everything is good except the heating issue and battery drain ..

Even on simple call it gots heat like 45 degree",3,Just okay,MOBGW6NGMC7FNGMC
Good mobile and packed well. But battery stand time is very low.,5,Brilliant,MOBGW6NGMC7FNGMC
"A phone which deserves its place in the market.

Pros:

+ Camera Quality: Improved sensor technology enhances photo and video quality.
+ Smooth Performance: Enhanced processor and RAM deliver seamless multitasking and gaming experience.
+ Enhanced Security Features: Advanced security measures for data protection and privacy.
+ Smart features like personal safety and integration of AI.
Adaptive battery usage.

Cons:
- Terrible charging speed even when compared to phones from 2021.
- Design r...
READ MORE",4,Wonderful,MOBGW6NGMC7FNGMC
"The pixel ever used.
1. Camera - 10/ 10 the biggest Samsung sensors ever which is GN2.
2. Display - 10/10 crisp and 120 hz is fantastic.
3. Design - 10/10 Compact and not able to believe that everything is there.
4. Battery - 9/10 Decent battery.",5,Brilliant,MOBGW6NGMC7FNGMC
I bought p8 for 54k with cc and exchange and other offer.so far I am highly satisfied. Display is great but less contrasty so you feel washed out colour after switching from old phone. I am getting 6 to 7 hrs of SOT with a new software update. The phone will be warm some time on the network but not on wifi. I haven't noticed any call drops. I think the recent software update resolved many issues. Go for it if you are not a gamer.,5,Highly recommended,MOBGW6NGMC7FNGMC
"Camera is very excellent, smoothly working, 10-12 hour battery backup on screen.",5,Terrific purchase,MOBGW6NGMC7FNGMC
Best in class camera is better than iPhone but some bugs n need to improve battery overall is good product buy in 55k,5,Must buy!,MOBGW6NGMC7FNGMC
Overall Value for Money Smartphone. Thanks to Google.,5,Terrific purchase,MOBGW6NGMC7FNGMC
"This is great. Been using IPhone for more than 3 years. When Pixel 8 was released I really wanted to try because of the size and the specs. Great shift from IOS to Android.
Very smooth, great performance and i really like this phone",5,Simply awesome,MOBGW6NGMC7FNGMC
Facing the pink line issue after using the phone for 5 months.,2,Bad quality,MOBGW6NGMC7FNGMC
"You cant resist yourself if you are searching for best camera phone. Just go for it. No heating issue ,no signal drop after softwere update..Performane is also superb.. But again.... Simply Camera beast...",5,Wonderful,MOBGW6NGMC7FNGMC
"I am a mad mad pixel fan from the Nexus era.
Network issues were there in earlier pixel phone that's solved now.",3,Decent product,MOBGW6NGMC7FNGMC
"Overheating problem Battery very Bad
Totally Bad choice",2,Not good,MOBGW6NGMC7FNGMC
It was a defect piece. Speakers was showing cracking sounds and there is no immediate response. I had to give it to service and they will check if it has to be replaced. Very bad from a top brand like Google. Never expected.,1,Very poor,MOBGW6NGMC7FNGMC
Good product 👌,5,Excellent,MOBGW6NGMC7FNGMC
phone not working,1,Not recommended at all,MOBGW6NGMC7FNGMC
"50MP is main camera (THIS IS ONLY MARKETING STUNT) in Pixel 8 regular size.

you can't use 50MP camera because its blocked by pixel and only can use in PRO Model.

All photo clicked in Pixel 8 by 12.5 MP rear camera only.",3,Does the job,MOBGW6NGMC7FNGMC
"Waste product, poor battery performance and hang issue",1,Absolute rubbish!,MOBGW6NGMC7FNGMC
Please launch in 12 GB ram.this is option for iPhone and battery charging is very very slow.very very very heating issue I can not charge the mobile without AC or refrigerator help.,2,Moderate,MOBGW6NGMC7FNGMC
For non heavy users it's best,4,Nice product,MOBGW6NGMC7FNGMC
"Overall this phone is decent but i have been facing network drop issues which is very irritating as PPL try to call me it is isn't catching any network at all and sometimes network keeps dropping.....n it's been more than 2 weeks n Google is still not able to fix my issue.
So now I'm starting to think that buying this phone was the biggest mistake as google themselves are not able to fix this issue on time.",1,Not recommended at all,MOBGW6NGMC7FNGMC
"It's really good phone with awesome software. I recommend u to buy a case and tempered glass with the mobile, to protect this beautiful phone.",5,Terrific purchase,MOBGW6NGMC7FNGMC
Complete package! Google nailed this time with Pixel 8. loved the colour.,5,Must buy!,MOBGW6NGMC7FNGMC
"Worth it
Camera - 10/10
Performance - 10/10
Display - 10/10
In hand feel - 10/10
Battery - 8/10
Software experience (AI) - 10/10",5,Awesome,MOBGW6NGMC7FNGMC
Almost impossible to take a bad shot with this phone. Completely loved it !,5,Just wow!,MOBGW6NGMC7FNGMC
"Pros : best photos camera quality is nice , better than latest iphones
Unique design
Software updates are best and first

Cons
Heating issues are there and it is slow charging the phone. During charging it gets heated more.
Battery back up is also not that much good.",3,Fair,MOBGW6NGMC7FNGMC
Excellent camera... heating is ok... battery life average...,5,Wonderful,MOBGW6NGMC7FNGMC
"The phone have heating issues and network issues. The battery backup is very poor and you can't rely on the phone for making calls or getting internet most of the time.
The perfomance is worse when it overheats.",2,Bad quality,MOBGW6NGMC7FNGMC
"Mobile is good display is gorgeous but only con is battery, Google should take care of battery issues in upcoming generations.",3,Good,MOBGW6NGMC7FNGMC
Performance is great and Camera is as always Pixel Level.,5,Simply awesome,MOBGW6NGMC7FNGMC
"Great Camera, Great Specs, I'm Switched IPHONE XR to PIXEL 8. Pixel Experience is Brilliant. Worth Buying. Yes, Price is Kind of Higher than other phone. But when u use this device, Then U feel like holding a Real flagship device better than S23 and iPhone 14. Now, Some cons, This phone has different kind of bugs, felt using in just 8 hrs. I think updates will fixed this later. And guys When u buy a pixel device always buy a Google 30W charger along with this. Coz, I'm charging with my apple...
READ MORE",5,Awesome,MOBGW6NGMC7FNGMC
"At this point in time, lots of offers are available. Recommended to buy if you are a fan of Android...",5,Fabulous!,MOBGW6NGMC7FNGMC
"The pixal 8 is a very good handy mobile
1.The back camera is excellent
2.Battery backup also 1 full working day
3. Performance is also good
4.selfi camera is good
5. Design is excellent built quality little bit weight
6. The image processing is very good
7. The display is excellent
The mobile price is too high",4,Good quality product,MOBGW6NGMC7FNGMC
"Pixels are getting better compared to previous generations. Great haptic feedback, Great Camera, Good Display, Better charging speed with genuine charger, better battery life, Android 14 needs some finishing touch, of course not for gamers, lite heating issue, price is too high for India.",4,Very Good,MOBGW6NGMC7FNGMC
I m using iphone 14 ...but pixel 8performance is better than 14 must buy .... display is awesome..,5,Just wow!,MOBGW6NGMC7FNGMC
"I love the phone ui which is smooth with lot of customisations camera and few other features are awesome.
Display is superb, great haptic feedback as well.
Battery is good for my day to day usage but it depends on the usage

Overall loving the phone till date not faced any issues.

Not good for gaming .

Didn't face any network issues.",5,Good quality product,MOBGW6NGMC7FNGMC
Good product.. but a little small in size in this price range,4,Good quality product,MOBGW6NGMC7FNGMC
"Good performance mobile
Camera overall better
Battery also superb
Everything super I love pixel 8 device",5,Highly recommended,MOBGW6NGMC7FNGMC
Better than iphone,5,Excellent,MOBGW6NGMC7FNGMC
"Best phone ever, with excellent battery life, and the cameras are super.

AI everywhere.",5,Best in the market!,MOBGW6NGMC7FNGMC
"Everything is fine but I'm facing the over heat issues in this phone, even I using lite usage also it will warm heavy. otherwise Google is always Google.",4,Good quality product,MOBGW6NGMC7FNGMC
